NZ_CP022654_c400558-510266|KS1	Clade_72	non_elongating_aMeeDB
NZ_CP022654_c400558-510266|KS2	Clade_33	non_elongating
NZ_CP022654_c400558-510266|KS3	Clade_1	amino acids
NZ_CP022654_c400558-510266|KS4	Clade_12	reduced/shifted_double_bonds
NZ_CP022654_c400558-510266|KS5	Clade_12	reduced/shifted_double_bonds
NZ_CP022654_c400558-510266|KS6	Clade_69	zDB
NZ_CP022654_c400558-510266|KS7	Clade_47	aMe_eDB
NZ_CP022654_c400558-510266|KS8	Clade_69	zDB
NZ_CP022654_c400558-510266|KS9	Clade_64	eDB
NZ_CP022654_c400558-510266|KS10	Clade_82	b_MeeDB
NZ_CP022654_c400558-510266|KS11	Clade_3	bimod_bOH
NZ_CP022654_c400558-510266|KS12	Clade_1	amino acids
NZ_CP022654_c400558-510266|KS13	Clade_12	reduced/shifted_double_bonds
NZ_CP022654_c400558-510266|KS14	Clade_3	bimod_bOH
NZ_CP022654_c735069-821420|KS1	Clade_65	double_bonds
NZ_CP022654_c735069-821420|KS2	Clade_4	bimod_bOH
NZ_CP022654_c735069-821420|KS3	Clade_65	double_bonds
NZ_CP022654_c735069-821420|KS4	Clade_65	double_bonds
NZ_CP022654_c735069-821420|KS5	Clade_4	bimod_bOH
NZ_CP022654_c735069-821420|KS6	Clade_65	double_bonds
NZ_CP022654_c735069-821420|KS7	Clade_29	b_OH/keto
NZ_CP022654_c735069-821420|KS8	Clade_65	double_bonds
NZ_CP022654_c735069-821420|KS9	Clade_41	acetyl_Starter
NZ_CP022654_c735069-821420|KS10	Clade_50	b_OH
NZ_CP022654_c735069-821420|KS11	Clade_26	reduced
NZ_CP022775_c454829-575667|KS1	Clade_47	aMe_eDB
NZ_CP022775_c454829-575667|KS2	Clade_62	eDB
NZ_CP022775_c454829-575667|KS3	Clade_47	aMe_eDB
NZ_CP022775_c454829-575667|KS4	Clade_80	aMe_b_L_OH
NZ_CP022775_c454829-575667|KS5	Clade_111	b_DOH
NZ_CP022775_c454829-575667|KS6	Clade_80	aMe_b_L_OH
NZ_CP022775_c454829-575667|KS7	Clade_12	reduced/shifted_double_bonds
NZ_CP022775_c454829-575667|KS8	Clade_72	non_elongating_aMeeDB
NZ_CP022775_c454829-575667|KS9	Clade_5	shifted_double_bonds
NZ_CP022775_c454829-575667|KS10	Clade_56	b_L_OH
NZ_CP022775_c454829-575667|KS11	Clade_61	non_elongating_DB_before_branching
NZ_CP023017_c409727-530592|KS1	Clade_75	non_elongating_oxazole/thiazole
NZ_CP023017_c409727-530592|KS2	Clade_44	oxazole/thiazole
NZ_CP023017_c409727-530592|KS3	Clade_47	aMe_eDB
NZ_CP023017_c409727-530592|KS4	Clade_62	eDB
NZ_CP023017_c409727-530592|KS5	Clade_47	aMe_eDB
NZ_CP023017_c409727-530592|KS6	Clade_80	aMe_b_L_OH
NZ_CP023017_c409727-530592|KS7	Clade_111	b_DOH
NZ_CP023017_c409727-530592|KS8	Clade_80	aMe_b_L_OH
NZ_CP023017_c409727-530592|KS9	Clade_5	shifted_double_bonds
NZ_CP023017_c409727-530592|KS10	Clade_56	b_L_OH
NZ_CP023017_c409727-530592|KS11	Clade_61	non_elongating_DB_before_branching
NZ_CP023017_c409727-530592|KS12	clade_not_conserved	NA
NZ_CP023017_c409727-530592|KS13	Clade_33	non_elongating
NZ_CP023075_c1439294-1525650|KS1	Clade_41	acetyl_Starter
NZ_CP023075_c1439294-1525650|KS2	Clade_50	b_OH
NZ_CP023075_c1439294-1525650|KS3	Clade_26	reduced
NZ_CP023075_c1439294-1525650|KS4	Clade_65	double_bonds
NZ_CP023075_c1439294-1525650|KS5	Clade_65	double_bonds
NZ_CP023075_c1439294-1525650|KS6	Clade_29	b_OH/keto
NZ_CP023075_c1439294-1525650|KS7	Clade_65	double_bonds
NZ_CP023075_c1439294-1525650|KS8	Clade_4	bimod_bOH
NZ_CP023075_c1439294-1525650|KS9	Clade_65	double_bonds
NZ_CP023075_c1439294-1525650|KS10	Clade_65	double_bonds
NZ_CP023075_c1439294-1525650|KS11	Clade_4	bimod_bOH
NZ_CP023075_c2285250-2391424|KS1	Clade_93	aMe_red/bOH/bketo
NZ_CP023075_c2285250-2391424|KS2	Clade_62	eDB
NZ_CP023075_c2285250-2391424|KS3	Clade_65	double_bonds
NZ_CP023075_c2285250-2391424|KS4	Clade_3	bimod_bOH
NZ_CP023075_c2285250-2391424|KS5	Clade_47	aMe_eDB
NZ_CP023075_c2285250-2391424|KS6	Clade_56	b_L_OH
