NZ_CP029069_c1754759-1863681|KS1	Clade_1	amino acids
NZ_CP029069_c1754759-1863681|KS2	Clade_12	reduced/shifted_double_bonds
NZ_CP029069_c1754759-1863681|KS3	Clade_3	bimod_bOH
NZ_CP029069_c1754759-1863681|KS4	Clade_69	zDB
NZ_CP029069_c1754759-1863681|KS5	Clade_64	eDB
NZ_CP029069_c1754759-1863681|KS6	Clade_82	b_MeeDB
NZ_CP029069_c1754759-1863681|KS7	Clade_3	bimod_bOH
NZ_CP029069_c1754759-1863681|KS8	Clade_69	zDB
NZ_CP029069_c1754759-1863681|KS9	Clade_47	aMe_eDB
NZ_CP029069_c1754759-1863681|KS10	Clade_1	amino acids
NZ_CP029069_c1754759-1863681|KS11	Clade_12	reduced/shifted_double_bonds
NZ_CP029069_c1754759-1863681|KS12	Clade_12	reduced/shifted_double_bonds
NZ_CP029069_c1754759-1863681|KS13	Clade_72	non_elongating_aMeeDB
NZ_CP029069_c1754759-1863681|KS14	Clade_33	non_elongating
NZ_CP029069_c2350495-2456678|KS1	Clade_93	aMe_red/bOH/bketo
NZ_CP029069_c2350495-2456678|KS2	Clade_62	eDB
NZ_CP029069_c2350495-2456678|KS3	Clade_65	double_bonds
NZ_CP029069_c2350495-2456678|KS4	Clade_3	bimod_bOH
NZ_CP029069_c2350495-2456678|KS5	Clade_47	aMe_eDB
NZ_CP029069_c2350495-2456678|KS6	Clade_56	b_L_OH
NZ_CP029069_c2350495-2456678|KS7	Clade_12	reduced/shifted_double_bonds
NZ_CP029069_c2350495-2456678|KS8	Clade_4	bimod_bOH
NZ_CP029069_c2350495-2456678|KS9	Clade_69	zDB
NZ_CP029069_c2350495-2456678|KS10	Clade_113	a_Me_b_OH
NZ_CP029069_c2350495-2456678|KS11	Clade_3	bimod_bOH
NZ_CP029069_c2350495-2456678|KS12	Clade_42	DB/DB_Starter
NZ_CP029069_c2350495-2456678|KS13	Clade_47	aMe_eDB
NZ_CP029069_c2350495-2456678|KS14	Clade_12	reduced/shifted_double_bonds
NZ_CP029241_c4343729-4540938|KS1	Clade_40	cis-AT PKS-like
NZ_CP029241_c4343729-4540938|KS2	Clade_48	aMe_eDB
NZ_CP029241_c4343729-4540938|KS3	Clade_30	glycine
NZ_CP029241_c4343729-4540938|KS4	Clade_66	double_bonds
NZ_CP029241_c4343729-4540938|KS5	Clade_3	bimod_bOH
NZ_CP029241_c4343729-4540938|KS6	Clade_2	amino acids
NZ_CP029241_c4343729-4540938|KS7	Clade_2	amino acids
NZ_CP029241_c4343729-4540938|KS8	Clade_66	double_bonds
NZ_CP029241_c4343729-4540938|KS9	Clade_43	zDB
NZ_CP029241_c4343729-4540938|KS10	Clade_70	eDB
NZ_CP029241_c4343729-4540938|KS11	Clade_55	non_elongating_DB
NZ_CP029296_c1409767-1496157|KS1	Clade_41	acetyl_Starter
NZ_CP029296_c1409767-1496157|KS2	Clade_50	b_OH
NZ_CP029296_c1409767-1496157|KS3	Clade_26	reduced
NZ_CP029296_c1409767-1496157|KS4	Clade_65	double_bonds
NZ_CP029296_c1409767-1496157|KS5	Clade_65	double_bonds
NZ_CP029296_c1409767-1496157|KS6	Clade_29	b_OH/keto
NZ_CP029296_c1409767-1496157|KS7	Clade_65	double_bonds
NZ_CP029296_c1409767-1496157|KS8	Clade_4	bimod_bOH
NZ_CP029296_c1409767-1496157|KS9	Clade_65	double_bonds
NZ_CP029296_c1409767-1496157|KS10	Clade_65	double_bonds
NZ_CP029296_c1409767-1496157|KS11	Clade_4	bimod_bOH
NZ_CP029296_c1719644-1829225|KS1	Clade_1	amino acids
NZ_CP029296_c1719644-1829225|KS2	Clade_12	reduced/shifted_double_bonds
NZ_CP029296_c1719644-1829225|KS3	Clade_3	bimod_bOH
NZ_CP029296_c1719644-1829225|KS4	Clade_69	zDB
NZ_CP029296_c1719644-1829225|KS5	Clade_64	eDB
NZ_CP029296_c1719644-1829225|KS6	Clade_82	b_MeeDB
NZ_CP029296_c1719644-1829225|KS7	Clade_3	bimod_bOH
NZ_CP029296_c1719644-1829225|KS8	Clade_69	zDB
NZ_CP029296_c1719644-1829225|KS9	Clade_47	aMe_eDB
NZ_CP029296_c1719644-1829225|KS10	Clade_1	amino acids
NZ_CP029296_c1719644-1829225|KS11	Clade_12	reduced/shifted_double_bonds
NZ_CP029296_c1719644-1829225|KS12	Clade_12	reduced/shifted_double_bonds
NZ_CP029296_c1719644-1829225|KS13	Clade_72	non_elongating_aMeeDB
NZ_CP029296_c1719644-1829225|KS14	Clade_33	non_elongating
NZ_CP029296_c2351434-2457616|KS1	Clade_93	aMe_red/bOH/bketo
NZ_CP029296_c2351434-2457616|KS2	Clade_62	eDB
NZ_CP029296_c2351434-2457616|KS3	Clade_65	double_bonds
NZ_CP029296_c2351434-2457616|KS4	Clade_3	bimod_bOH
NZ_CP029296_c2351434-2457616|KS5	Clade_47	aMe_eDB
NZ_CP029296_c2351434-2457616|KS6	Clade_56	b_L_OH
NZ_CP029296_c2351434-2457616|KS7	Clade_12	reduced/shifted_double_bonds
NZ_CP029296_c2351434-2457616|KS8	Clade_4	bimod_bOH
NZ_CP029296_c2351434-2457616|KS9	Clade_69	zDB
NZ_CP029296_c2351434-2457616|KS10	Clade_113	a_Me_b_OH
NZ_CP029296_c2351434-2457616|KS11	Clade_3	bimod_bOH
NZ_CP029296_c2351434-2457616|KS12	Clade_42	DB/DB_Starter
NZ_CP029296_c2351434-2457616|KS13	Clade_47	aMe_eDB
NZ_CP029296_c2351434-2457616|KS14	Clade_12	reduced/shifted_double_bonds
NZ_CP029364_c99498-214508|KS1	Clade_72	non_elongating_aMeeDB
NZ_CP029364_c99498-214508|KS2	Clade_33	non_elongating
NZ_CP029364_c99498-214508|KS3	Clade_1	amino acids
NZ_CP029364_c99498-214508|KS4	Clade_12	reduced/shifted_double_bonds
NZ_CP029364_c99498-214508|KS5	Clade_12	reduced/shifted_double_bonds
NZ_CP029364_c99498-214508|KS6	Clade_69	zDB
NZ_CP029364_c99498-214508|KS7	Clade_47	aMe_eDB
NZ_CP029364_c99498-214508|KS8	Clade_79	non_elongating_b_L_OH
NZ_CP029364_c99498-214508|KS9	Clade_69	zDB
NZ_CP029364_c99498-214508|KS10	Clade_64	eDB
NZ_CP029364_c99498-214508|KS11	Clade_82	b_MeeDB
NZ_CP029364_c99498-214508|KS12	Clade_3	bimod_bOH
NZ_CP029364_c99498-214508|KS13	Clade_1	amino acids
NZ_CP029364_c99498-214508|KS14	Clade_12	reduced/shifted_double_bonds
NZ_CP029364_c99498-214508|KS15	Clade_3	bimod_bOH
NZ_CP029461_c1649985-1764768|KS1	Clade_1	amino acids
NZ_CP029461_c1649985-1764768|KS2	Clade_12	reduced/shifted_double_bonds
NZ_CP029461_c1649985-1764768|KS3	Clade_3	bimod_bOH
NZ_CP029461_c1649985-1764768|KS4	Clade_69	zDB
NZ_CP029461_c1649985-1764768|KS5	Clade_64	eDB
NZ_CP029461_c1649985-1764768|KS6	Clade_82	b_MeeDB
NZ_CP029461_c1649985-1764768|KS7	Clade_3	bimod_bOH
NZ_CP029461_c1649985-1764768|KS8	Clade_69	zDB
NZ_CP029461_c1649985-1764768|KS9	Clade_47	aMe_eDB
NZ_CP029461_c1649985-1764768|KS10	Clade_79	non_elongating_b_L_OH
NZ_CP029461_c1649985-1764768|KS11	Clade_1	amino acids
NZ_CP029461_c1649985-1764768|KS12	Clade_12	reduced/shifted_double_bonds
NZ_CP029461_c1649985-1764768|KS13	Clade_12	reduced/shifted_double_bonds
NZ_CP029461_c1649985-1764768|KS14	Clade_72	non_elongating_aMeeDB
NZ_CP029461_c1649985-1764768|KS15	Clade_33	non_elongating
NZ_CP029465_c1884764-1988614|KS1	Clade_1	amino acids
NZ_CP029465_c1884764-1988614|KS2	Clade_12	reduced/shifted_double_bonds
NZ_CP029465_c1884764-1988614|KS3	Clade_3	bimod_bOH
NZ_CP029465_c1884764-1988614|KS4	Clade_69	zDB
NZ_CP029465_c1884764-1988614|KS5	Clade_64	eDB
NZ_CP029465_c1884764-1988614|KS6	Clade_82	b_MeeDB
