NZ_CP053764_c2270571-2376726|KS1	Clade_93	aMe_red/bOH/bketo
NZ_CP053764_c2270571-2376726|KS2	Clade_62	eDB
NZ_CP053764_c2270571-2376726|KS3	Clade_65	double_bonds
NZ_CP053764_c2270571-2376726|KS4	Clade_3	bimod_bOH
NZ_CP053764_c2270571-2376726|KS5	Clade_47	aMe_eDB
NZ_CP053764_c2270571-2376726|KS6	Clade_56	b_L_OH
NZ_CP053764_c2270571-2376726|KS7	Clade_12	reduced/shifted_double_bonds
NZ_CP053764_c2270571-2376726|KS8	Clade_4	bimod_bOH
NZ_CP053764_c2270571-2376726|KS9	Clade_69	zDB
NZ_CP053764_c2270571-2376726|KS10	Clade_113	a_Me_b_OH
NZ_CP053764_c2270571-2376726|KS11	Clade_3	bimod_bOH
NZ_CP053764_c2270571-2376726|KS12	Clade_42	DB/DB_Starter
NZ_CP053764_c2270571-2376726|KS13	Clade_47	aMe_eDB
NZ_CP053764_c2270571-2376726|KS14	Clade_12	reduced/shifted_double_bonds
NZ_CP053949_c44962-282031|KS1	Clade_65	double_bonds
NZ_CP053949_c44962-282031|KS2	Clade_65	double_bonds
NZ_CP053949_c44962-282031|KS3	Clade_50	b_OH
NZ_CP053949_c44962-282031|KS4	Clade_65	double_bonds
NZ_CP053949_c44962-282031|KS5	Clade_65	double_bonds
NZ_CP053949_c44962-282031|KS6	clade_not_conserved	NA
NZ_CP053949_c44962-282031|KS7	Clade_41	acetyl_Starter
NZ_CP053949_c44962-282031|KS8	clade_not_conserved	NA
NZ_CP053949_c44962-282031|KS9	Clade_2	amino acids
NZ_CP053949_c44962-282031|KS10	Clade_65	double_bonds
NZ_CP053949_c44962-282031|KS11	Clade_4	bimod_bOH
NZ_CP053949_c44962-282031|KS12	Clade_65	double_bonds
NZ_CP053949_c44962-282031|KS13	Clade_50	b_OH
NZ_CP053949_c44962-282031|KS14	Clade_29	b_OH/keto
NZ_CP053949_c44962-282031|KS15	Clade_105	reduced/shifted double_bonds
NZ_CP054177_c1770885-1885645|KS1	Clade_1	amino acids
NZ_CP054177_c1770885-1885645|KS2	Clade_12	reduced/shifted_double_bonds
NZ_CP054177_c1770885-1885645|KS3	Clade_3	bimod_bOH
NZ_CP054177_c1770885-1885645|KS4	Clade_69	zDB
NZ_CP054177_c1770885-1885645|KS5	Clade_64	eDB
NZ_CP054177_c1770885-1885645|KS6	Clade_82	b_MeeDB
NZ_CP054177_c1770885-1885645|KS7	Clade_3	bimod_bOH
NZ_CP054177_c1770885-1885645|KS8	Clade_69	zDB
NZ_CP054177_c1770885-1885645|KS9	Clade_47	aMe_eDB
NZ_CP054177_c1770885-1885645|KS10	Clade_79	non_elongating_b_L_OH
NZ_CP054177_c1770885-1885645|KS11	Clade_1	amino acids
NZ_CP054177_c1770885-1885645|KS12	Clade_12	reduced/shifted_double_bonds
NZ_CP054177_c1770885-1885645|KS13	Clade_12	reduced/shifted_double_bonds
NZ_CP054177_c1770885-1885645|KS14	Clade_72	non_elongating_aMeeDB
NZ_CP054177_c1770885-1885645|KS15	Clade_33	non_elongating
NZ_CP054479_c1744022-1849800|KS1	Clade_42	DB/DB_Starter
NZ_CP054479_c1744022-1849800|KS2	Clade_47	aMe_eDB
NZ_CP054479_c1744022-1849800|KS3	Clade_12	reduced/shifted_double_bonds
NZ_CP054479_c1744022-1849800|KS4	Clade_113	a_Me_b_OH
NZ_CP054479_c1744022-1849800|KS5	Clade_3	bimod_bOH
NZ_CP054479_c1744022-1849800|KS6	Clade_69	zDB
NZ_CP054479_c1744022-1849800|KS7	Clade_47	aMe_eDB
NZ_CP054479_c1744022-1849800|KS8	Clade_56	b_L_OH
